x,name,bio
http://vocab.getty.edu/ulan/500114664,"Reeder, Jennifer","American artist, born 1971"
http://vocab.getty.edu/ulan/500114673,"Sullivan, Chris","American performance artist and animator, born 1960"
http://vocab.getty.edu/ulan/500114717,"Hammons, David","American installation and performance artist, born 1943"
http://vocab.getty.edu/ulan/500114720,"Kersels, Martin","American installation artist and sculptor, born 1960"
http://vocab.getty.edu/ulan/500114721,"Lawrence, Annette","American installation artist, born 1965"
http://vocab.getty.edu/ulan/500114728,"Martorell, Antonio","Puerto Rican printmaker, painter, and draftsman, born 1939"
http://vocab.getty.edu/ulan/500114751,"Vicuña, Cecilia","Chilean sculptor and installation artist, born 1948"
http://vocab.getty.edu/ulan/500114761,"Barney, Matthew","American sculptor and filmmaker, born 1967"
http://vocab.getty.edu/ulan/500114905,"Antoni, Janine","American sculptor and installation artist, born 1964"
http://vocab.getty.edu/ulan/500114915,"Sone, Yutaka","Japanese conceptual artist and sculptor, born 1965"
http://vocab.getty.edu/ulan/500114916,"Tiravanija, Rirkrit","Thai installation artist and conceptual artist, born 1961"
http://vocab.getty.edu/ulan/500115596,"Graham, Dan","American conceptual artist, video artist, and writer, born 1942"
http://vocab.getty.edu/ulan/500115649,"Adams, Dennis","American installation and environmental artist, born 1948"
http://vocab.getty.edu/ulan/500115653,"McCarthy, Paul","American performance artist, sculptor, and video artist, born 1945"
http://vocab.getty.edu/ulan/500115954,"Oursler, Tony","American sculptor, video artist, and installation artist, born 1957"
http://vocab.getty.edu/ulan/500115967,"Abramovic, Marina","Serbian performance, installation artist, born 1946"
http://vocab.getty.edu/ulan/500115968,Ulay,"German performance artist, born 1943"
http://vocab.getty.edu/ulan/500115974,"Gordon, Douglas","Scottish video artist and performance artist, born 1966"
http://vocab.getty.edu/ulan/500115978,"Mori, Mariko","Japanese conceptual artist, born 1967"
http://vocab.getty.edu/ulan/500116007,"Cruzvillegas, Abraham","Mexican installation artist, born 1967, active in Paris"
http://vocab.getty.edu/ulan/500116055,"Westphalen, Olav","German sculptor, draftsman, and installation artist, born 1963, active in the United States"
http://vocab.getty.edu/ulan/500116118,"Althoff, Kai","German painter and installation artist, born 1966"
http://vocab.getty.edu/ulan/500116152,"Land, Peter","Danish video artist, born 1966"
http://vocab.getty.edu/ulan/500116178,"Zobernig, Heimo","Austrian sculptor and video artist, born 1958"
http://vocab.getty.edu/ulan/500116195,"Geers, Kendell","South African installation artist, born 1968"
http://vocab.getty.edu/ulan/500116257,Ant Farm,"American artists and architects, founded 1968"
http://vocab.getty.edu/ulan/500116308,"Alÿs, Francis","Belgian painter and photographer, born 1959"
http://vocab.getty.edu/ulan/500116335,"Yu, Xiao","Chinese performance and installation artist, born 1965"
http://vocab.getty.edu/ulan/500116344,"Bruguera, Tania","Cuban graphic artist and performance artist, born 1968"
http://vocab.getty.edu/ulan/500116362,"Ostojić, Tanja","Serbian performance artist, born 1972"
http://vocab.getty.edu/ulan/500116364,"Galindo, Regina","Guatemalan performance and video artist, born 1974"
http://vocab.getty.edu/ulan/500116365,"Rose, Tracey","South African performance artist and installation artist, born 1974"
http://vocab.getty.edu/ulan/500116369,"Zhen, Xu","Chinese video and performance artist, born 1977"
http://vocab.getty.edu/ulan/500116386,"Acres, Ethan","American artist and minister, born 1970"
http://vocab.getty.edu/ulan/500116653,"Muzquiz, Milena","Mexican performance artist and singer, born 1974, active in Los Angeles"
http://vocab.getty.edu/ulan/500117565,"Sosa, Antonieta","Venezuelan conceptual and performance artist, born 1940"
http://vocab.getty.edu/ulan/500117611,"Barboza, Diego","Venezuelan painter and performance artist, born 1945"
http://vocab.getty.edu/ulan/500117943,"Greco, Alberto","Argentine painter, sculptor, and performance artist, 1915-1965"
http://vocab.getty.edu/ulan/500118001,"Clark, Lygia","Brazilian painter, sculptor, and performance artist, 1920-1988"
http://vocab.getty.edu/ulan/500118086,Sapeck,"French illustrator, proto-performance artist, 1853-1891"
http://vocab.getty.edu/ulan/500118229,"Mendive, Manuel","Cuban painter and mixed-media artist, born 1944"
http://vocab.getty.edu/ulan/500118235,"Novoa, Glexis","Cuban printmaker, performance artist, and painter, born 1964"
http://vocab.getty.edu/ulan/500118742,"Nauman, Bruce","American sculptor, photographer, and performance artist, born 1941"
http://vocab.getty.edu/ulan/500118744,"Paik, Nam June","South Korean sculptor, video artist, and performance artist, 1932-2006, active in the United States"
http://vocab.getty.edu/ulan/500118760,"Burden, Chris","American sculptor, performance artist, and installation artist,1946-2015"
http://vocab.getty.edu/ulan/500118776,"Kelley, Mike","American sculptor, performance and installation artist, 1954-2012"
http://vocab.getty.edu/ulan/500120385,"Kalina, Jerzy","Polish painter, sculptor, and performance artist, born 1944"
http://vocab.getty.edu/ulan/500120410,"Kowalski, Grzegorz","Polish sculptor and performance artist, born 1942"
http://vocab.getty.edu/ulan/500120412,"Warpechowski, Zbigniew","Polish performance and conceptual artist, born 1938"
http://vocab.getty.edu/ulan/500120584,"Komar, Vitaly","Russian painter and performance artist, born 1943, active in the United States"
http://vocab.getty.edu/ulan/500120585,"Melamid, Aleksandr","American painter and performance artist of Russian birth, born 1945"
http://vocab.getty.edu/ulan/500120937,"Framis, Alicia","Spanish installation and performance artist, born 1967"
http://vocab.getty.edu/ulan/500120941,"Iveković, Sanja","Croatian video artist, performance artist, and photographer, born 1949"
http://vocab.getty.edu/ulan/500120944,"Krystufek, Elke","Austrian painter, video artist, and photographer, born 1970"
http://vocab.getty.edu/ulan/500120952,"Peljhan, Marko","Slovene performance artist, video artist, and filmmaker, born 1969"
http://vocab.getty.edu/ulan/500120953,"Perjovschi, Dan","Romanian painter, conceptual artist, and performance artist, born 1961"
http://vocab.getty.edu/ulan/500120966,"Schulz, Tilo","German installation artist, born 1972"
http://vocab.getty.edu/ulan/500120967,"Šerić, Nebojša Šoba","Bosnian Herzogovinian installation and performance artist, born 1968"
http://vocab.getty.edu/ulan/500120971,"Uklański, Piotr","Polish performance artist, video artist, and photographer, born 1968, active in New York"
http://vocab.getty.edu/ulan/500121077,"Amorales, Carlos","Mexican installation and performance artist, born 1970"
http://vocab.getty.edu/ulan/500121124,Arahmaiani,"Indonesian installation and performance artist, born 1961"
http://vocab.getty.edu/ulan/500121157,"Walsh, Anne","American mixed-media artist, video artist, and installation artist, born 1962"
http://vocab.getty.edu/ulan/500121168,"Charalambidis, Nikos","Cypriot multimedia, installation, and performance artist, born 1964"
http://vocab.getty.edu/ulan/500121241,"Breuning, Olaf","Swiss multimedia and performance artist, born 1970, active in New York City"
http://vocab.getty.edu/ulan/500121246,"Gómez-Peña, Guillermo","Mexican performance artist, installation artist, and writer, born 1955, active in the United States"
http://vocab.getty.edu/ulan/500121249,"Hill, Christine","American installation and performance artist, born 1968"
http://vocab.getty.edu/ulan/500121251,"Lee, Nikki S.","Korean-American performance artist, born 1970"
http://vocab.getty.edu/ulan/500121305,"Majima, Tatsuo","Japanese video and performance artist, born 1970"
http://vocab.getty.edu/ulan/500121443,"Polis, Miervaldis","Latvian painter and performance artist, born 1948"
http://vocab.getty.edu/ulan/500121447,"Grīnbergs, Andris","Latvian performance artist and teacher, born 1946"
http://vocab.getty.edu/ulan/500121452,"Āboliņš, Valdis","Latvian performance artist, 1939-1984"
http://vocab.getty.edu/ulan/500121724,"Fabre, Jan","Belgian draftsman, sculptor, and performance artist, born 1958"
http://vocab.getty.edu/ulan/500121998,"Pálsson, Magnús","Icelandic scenographer, sculptor, and conceptual artist, born 1929"
http://vocab.getty.edu/ulan/500122120,"Cruz, Emilio","American painter, 1938-2004"
http://vocab.getty.edu/ulan/500122414,"Arcangel, Cory","American video and digital artist, born 1978"
http://vocab.getty.edu/ulan/500122496,"Hay, Alex","American painter, sculptor, and performance artist, born 1930"
http://vocab.getty.edu/ulan/500122499,"Holstad, Christian","American installation artist, collagist, and sculptor, born 1972"
http://vocab.getty.edu/ulan/500122505,"July, Miranda","American filmmaker, performance artist, and writer, born 1974"
http://vocab.getty.edu/ulan/500122517,"Koh, Terence","American installation artist, sculptor, and performance artist, contemporary"
http://vocab.getty.edu/ulan/500122518,"Kusama, Yayoi","Japanese painter, performance, and installation artist, born 1929"
http://vocab.getty.edu/ulan/500122519,"Lafrance, Noémie","Canadian dancer and performance artist, born 1974, active in the United States"
http://vocab.getty.edu/ulan/500122520,"Mingwei, Lee","Taiwanese and American installation and performance artist, born 1964"
http://vocab.getty.edu/ulan/500122521,"Levin, Golan","American computer and performance artist, born 1972"
http://vocab.getty.edu/ulan/500122522,Los Super Elegantes,"American performance artists, formed 1995"
http://vocab.getty.edu/ulan/500122525,"Lopez-Crozet, Martiniano","Argentine performance artist and singer, born 1968, active in Los Angeles"
http://vocab.getty.edu/ulan/500122538,"McClure, Bruce","American filmmaker and performance artist, born 1959"
http://vocab.getty.edu/ulan/500122540,"Mir, Aleksandra","Swedish and American performance artist, born 1967, active in New York and London"
http://vocab.getty.edu/ulan/500122595,"Hijikata, Tatsumi","Japanese Butoh performer, 1928-1986"
http://vocab.getty.edu/ulan/500122643,"Sullivan, Catherine","American video artist, photography, and actress, born 1968"
http://vocab.getty.edu/ulan/500122912,"Bock, John","German performance and installation artist, born 1965"
http://vocab.getty.edu/ulan/500122950,"Schnitger, Lara","Dutch sculptor, born 1969"
http://vocab.getty.edu/ulan/500122953,"Shapero, Mindy","American sculptor, born 1974"
http://vocab.getty.edu/ulan/500123030,Pushpamala N.,"Indian photographer and filmmaker, born 1956"
http://vocab.getty.edu/ulan/500123252,Kang Kuk-chin,"Korean sculptor and performance artist, born 1939"
http://vocab.getty.edu/ulan/500123696,"Ziranek, Silvia","British performance artist, sculptor, and photographer, born 1952"
http://vocab.getty.edu/ulan/500123697,"Kudō, Tetsumi","Japanese painter, sculptor, and performance artist, 1935-1990"
http://vocab.getty.edu/ulan/500123698,"De Domenicis, Gino","Italian conceptual and performance artist, born 1947"
http://vocab.getty.edu/ulan/500123699,"Catling, Brian","English poet, sculptor, and performance artist, born 1948"
http://vocab.getty.edu/ulan/500123700,"Wood, John","English sculptor, video artist, and performance artist, born 1969"
http://vocab.getty.edu/ulan/500123701,"Harrison, Paul","English sculptor, video artist, and performance artist, born 1966"
http://vocab.getty.edu/ulan/500123702,"Espaliú, Pepe","Spanish draftsman, painter, and sculptor, 1955-1993"
http://vocab.getty.edu/ulan/500123703,Orlan,"French performance artist and video artist, born 1947"
http://vocab.getty.edu/ulan/500123704,"Bowery, Leigh","Australian performance artist, 1961-1994, active in England"
http://vocab.getty.edu/ulan/500123705,"Arakawa, Shūsaku","Japanese painter, filmmaker, and architect, 1936-2010, active in the United States"
http://vocab.getty.edu/ulan/500124647,Tabboo!,"American painter and performer, born 1959"
http://vocab.getty.edu/ulan/500124656,"Eichelberger, Ethyl","American performance artist, 1945-1990"
http://vocab.getty.edu/ulan/500124657,"Shiraishi, Poppo","Japanese Butoh performer, active from the 1980s."
http://vocab.getty.edu/ulan/500124951,"Wilson, Robert","American performance artist, scenographer, and writer, born 1941"
http://vocab.getty.edu/ulan/500125006,"Tanaka, Atsuko","Japanese painter, multimedia, and performance artist, 1932-2005"
http://vocab.getty.edu/ulan/500125011,Gutai Art Association,"Japanese avant-garde group, 1954-1972"
http://vocab.getty.edu/ulan/500125013,"Shiraga, Kazuo","Japanese painter and performance artist, born 1924"
http://vocab.getty.edu/ulan/500125014,"Shimamoto, Shōzō","Japanese multimedia artist, 1928-2013"
http://vocab.getty.edu/ulan/500125040,Fluxus,"International group of artists, active 1960s-late 1970s"
http://vocab.getty.edu/ulan/500125073,"Campos-Pons, María Magdalena","Cuban installation artist, painter, and photographer, born 1959"
http://vocab.getty.edu/ulan/500125155,"Caycedo, Carolina","English performance artist, born 1978"
http://vocab.getty.edu/ulan/500125322,"Fraser, Andrea","American performance and video artist, born 1965"
http://vocab.getty.edu/ulan/500125360,"Pauline, Mark","American installation artist, born 1953"
http://vocab.getty.edu/ulan/500125361,Survival Research Laboratories,"American artists' collective, active from ca. 1978"
http://vocab.getty.edu/ulan/500125364,"Tomic, Milica","Serbian-Montenegrin performance and video artist, born 1960"
http://vocab.getty.edu/ulan/500125373,"Price, Luther","American experimental filmmaker, born ca. 1963"
http://vocab.getty.edu/ulan/500125400,"Campbell, Karin","American performance artist, born 1962"
http://vocab.getty.edu/ulan/500125458,"Murakami, Saburō","Japanese painter and performance artist, 1925-1996"
http://vocab.getty.edu/ulan/500125465,Hi Red Center,"Japanese performance group, active 1963-1964"
http://vocab.getty.edu/ulan/500125466,"Nakanishi, Natsuyuki","Japanese conceptual artist, born 1935"
http://vocab.getty.edu/ulan/500125596,Song Dong,"Chinese performance, video, and installation artist, born 1966"
http://vocab.getty.edu/ulan/500125603,Zhang Peili,"Chinese painter, performance, and installation artist, born 1957"
http://vocab.getty.edu/ulan/500125877,"Bul, Lee","South Korean sculptor and installation artist, born 1964"
http://vocab.getty.edu/ulan/500125955,"Crignis, Rudolf de","American painter, 1948-2006"
http://vocab.getty.edu/ulan/500125967,"Hentz, Mike Andrew","American sculptor and performance artist, born 1954, active in Germany"
http://vocab.getty.edu/ulan/500125970,"Morgan, Tony","English performance artist and filmmaker, born 1938"
http://vocab.getty.edu/ulan/500125979,Raqs Media Collective,"Indian installation artists, active from 1991"
http://vocab.getty.edu/ulan/500126031,"Bronson, AA","Canadian performance and installation artist, born 1946"
http://vocab.getty.edu/ulan/500126049,"Jaarsma, Mella","Dutch mixed-media and performance artist, born 1960, active in Indonesia"
http://vocab.getty.edu/ulan/500126051,"Afisina, Reza","Indonesian video and performance artist, born 1977"
http://vocab.getty.edu/ulan/500126083,"Heck, Kati","German painter, draftsman, and performance artist, born 1979, active in Belgium"
http://vocab.getty.edu/ulan/500126086,"Mateik, Tara","American video and performance artist, contemporary"
http://vocab.getty.edu/ulan/500126094,"Hall, Leslie","American performance artist, born 1981"
http://vocab.getty.edu/ulan/500126179,"Kay, Emma","English printmaker and performance artist, born 1961"
http://vocab.getty.edu/ulan/500126182,"Newman, Hayley","British performance artist, born 1969"
http://vocab.getty.edu/ulan/500126242,"Nagrin, Lee","American performance artist, ca. 1929-2007"
http://vocab.getty.edu/ulan/500126284,"Arnold, Skip","American performance artist, born 1957"
http://vocab.getty.edu/ulan/500126286,"Kipper, Harry","English performance artist, born 1948"
http://vocab.getty.edu/ulan/500126287,"Kipper Kids, The","British performance artists, active 1970s-1980s, in the United States"
http://vocab.getty.edu/ulan/500126288,"Kipper, Harry","British performance artist, born 1949"
http://vocab.getty.edu/ulan/500126429,"Belmore, Rebecca","Native American performance artist and sculptor, born 1960"
http://vocab.getty.edu/ulan/500126559,Coatlique/Las Colorado,"Native American performance artists, active 1980"
http://vocab.getty.edu/ulan/500126567,"Colorado, Elvira","Native American performance artist, contemporary"
http://vocab.getty.edu/ulan/500126568,"Colorado, Hortensia","Native American performance artist, contemporary"
http://vocab.getty.edu/ulan/500126643,"Durham, Jimmie","American sculptor, performance artist, and video artist, born 1940"
http://vocab.getty.edu/ulan/500127064,"Luna, James","Native American performance artist, photographer, and sculptor, born 1950"
http://vocab.getty.edu/ulan/500127113,"Mayo, Lisa","Native American performance artist and playwright, contemporary"
http://vocab.getty.edu/ulan/500127139,"Miguel, Gloria","Native American performance artist and playwright, contemporary"
http://vocab.getty.edu/ulan/500127140,"Miguel, Muriel","Native American performance artist and playwright, contemporary"
http://vocab.getty.edu/ulan/500127348,"Poitras, Edward","Métis sculptor, painter, and installation artist, born 1953"
http://vocab.getty.edu/ulan/500127539,Spiderwoman Theater,"Native American performance artists, active 1976"
http://vocab.getty.edu/ulan/500127939,"Delgado, Ángel","Cuban performance artist and textile artist, born 1965"
http://vocab.getty.edu/ulan/500127940,"Esquivel, Alexis","Cuban installation and performance artist, born 1968"
http://vocab.getty.edu/ulan/500127972,"Peña González, René de Jesús","Cuban photographer and performance artist, born 1957"
http://vocab.getty.edu/ulan/500128248,"Adamec, Martin","Czech performance artist, born 1972"
http://vocab.getty.edu/ulan/500128252,"Adamus, Karel","Czech performance artist, born 1943"
http://vocab.getty.edu/ulan/500128267,"Alvaer, Jesper James","Danish artist, active in Czech Republic, contemporary"
http://vocab.getty.edu/ulan/500128502,Guerrilla Girls,"American artists, active since 1985"
http://vocab.getty.edu/ulan/500128504,"Kollwitz, Käthe (pseudonym)","American artist, active since 1985"
http://vocab.getty.edu/ulan/500128598,"Akiyoshi, ON megumi","Japanese performance and installation artist, born 1972, active in Brooklyn"
http://vocab.getty.edu/ulan/500128601,"Arakawa, Ei","Japanese performance artist, born 1977, active in New York City"
http://vocab.getty.edu/ulan/500128656,"Podber, Dorothy","American performance artist and gallerist, ca. 1933-2008"
http://vocab.getty.edu/ulan/500128696,"Kosaka, Hirokazu","Japanese installation artist, performance artist, and painter, contemporary"
http://vocab.getty.edu/ulan/500128795,"Paredes, Cecilia","Peruvian performance and installation artist, contemporary"
http://vocab.getty.edu/ulan/500128916,"Backström, Fia","Swedish conceptual artist, born 1970, active in New York City"
http://vocab.getty.edu/ulan/500128939,"Kahn, Stanya","American performance artist, born 1968"
http://vocab.getty.edu/ulan/500128957,"Labat, Tony","American video artist, born 1951 in Cuba"
http://vocab.getty.edu/ulan/500128966,"Stoerchle, Wolfgang","German video and performance artist, 1944-1976, active in the United States"
http://vocab.getty.edu/ulan/500129046,"Černý, David","Czech sculptor and performance artist, born 1967"
http://vocab.getty.edu/ulan/500129052,"Červenák, Martin","Czech installation and performance artist, born 1973"
http://vocab.getty.edu/ulan/500129191,"Brazda, Bozidar","Canadian conceptual and performance artist, born 1971, active in New York City"
http://vocab.getty.edu/ulan/500129196,"Guth, MK","American video and performance artist, born 1963"
http://vocab.getty.edu/ulan/500129219,"Daněk, Josef","Czech painter, draftsman, and graphic artist, born 1961"
http://vocab.getty.edu/ulan/500129233,"Díaz, Federico","Czech multimedia and installation artist, born 1971"
http://vocab.getty.edu/ulan/500129577,"Fajnor, Richard","Czech installation and performance artist, born 1965"
http://vocab.getty.edu/ulan/500129628,"Franz, Vladimír","Czech painter and draftsman, born 1959"
http://vocab.getty.edu/ulan/500129647,"Gavlovský, Lukaš","Czech performance artist, painter, and photographer, born 1972"
http://vocab.getty.edu/ulan/500129652,"Geršl, Josef","Czech painter, video artist, and photographer, born 1952"
http://vocab.getty.edu/ulan/500155518,"Grey, Alex","American painter and performance artist, born 1953"
http://vocab.getty.edu/ulan/500175780,"Tzara, Tristan","Romanian poet and performance artist, 1896-1963, active in France"
http://vocab.getty.edu/ulan/500192058,"Altorjay, Gábor","Hungarian performance artist and filmmaker, born 1946"
http://vocab.getty.edu/ulan/500192113,"Arias, Fernando","Amernian sculptor and performance artist, born 1963"
http://vocab.getty.edu/ulan/500192763,"Chick, John","American performance artist, active 1968"
http://vocab.getty.edu/ulan/500192780,"Christiansen, Henning","Danish performance and video artist, born 1932"
http://vocab.getty.edu/ulan/500193208,"English, Rose","English performance artist and choreographer, born 1950"
http://vocab.getty.edu/ulan/500193647,"Guilleminot, Marie-Ange","French sculptor and performance artist, born 1960"
http://vocab.getty.edu/ulan/500195521,"Rhoads, George","American sculptor, painter, and performance artist, born 1926"
http://vocab.getty.edu/ulan/500196009,Stelarc,"Australian performance artist, born 1946, in Cyprus"
http://vocab.getty.edu/ulan/500196105,"Talec, Nathalie","French sculptor and installation artist, born 1960"
http://vocab.getty.edu/ulan/500197802,"Seillé, Geneviève","French performance artist, born 1951, active in England"
http://vocab.getty.edu/ulan/500198702,"Smith, Bob and Roberta (pseudonym)","English painter, sculptor, and installation artist, born 1963"
http://vocab.getty.edu/ulan/500199251,"Duffy, Rita","Irish painter and performance artist, born 1959"
http://vocab.getty.edu/ulan/500202321,"Patterson, Ben","American Fluxus artist, born 1934"
http://vocab.getty.edu/ulan/500202406,"Janda, Jiří","Czech sculptor, painter, and printmaker, born 1956"
http://vocab.getty.edu/ulan/500202496,"Banana, Anna","Canadian painter, performance artist and mail artist born 1940"
http://vocab.getty.edu/ulan/500202500,"Bleus, Guy",Belgian mail artist and performance artist born in 1950
http://vocab.getty.edu/ulan/500202518,"Lysáček, Petr","Czech painter, performance and installation artist, born 1961"
http://vocab.getty.edu/ulan/500202537,"Padín, Clemente","Uruguayan performance, video and mail artist, born 1939"
http://vocab.getty.edu/ulan/500202586,"Maška, Jiří","Czech installation and performance artist, born 1972"
http://vocab.getty.edu/ulan/500202602,"Maur, Milan","Czech painter and performance artist, born 1950"
http://vocab.getty.edu/ulan/500202669,"Gaglione, Bill","American performance and mail artist, born 1943"
http://vocab.getty.edu/ulan/500204668,"Perič, Milan","Czech painter, installation and performance artist, born 1957"
http://vocab.getty.edu/ulan/500204738,"Brown, Robert Delford","American painter and performance artist, 1930-2009"
http://vocab.getty.edu/ulan/500225850,MAD in Buildings,"British performance artists, contemporary"
http://vocab.getty.edu/ulan/500225984,Artangel,"British performance artists, contemporary"
http://vocab.getty.edu/ulan/500228091,"Birringer, Johannes H.","American performance artist, contemporary"
http://vocab.getty.edu/ulan/500229080,"Skipitares, Theodora","American performance artist and sculptor, contemporary"
http://vocab.getty.edu/ulan/500234906,"Grigsby, James","American performance artist and landscape designer, died 2002"
http://vocab.getty.edu/ulan/500237113,"Dundakova, Maria","Bulgarian multimedia artist, born 1939"
http://vocab.getty.edu/ulan/500237537,"Kuball, Mischa","German performance artist, born 1959"
http://vocab.getty.edu/ulan/500251828,Bunny Matthias & Co.,"British performance artists, contemporary"
http://vocab.getty.edu/ulan/500258268,"Ward, David","English painter, photographer, and performance artist, born 1951"
http://vocab.getty.edu/ulan/500258673,"Arden, Roy","Canadian photographer and video artist, born 1957"
http://vocab.getty.edu/ulan/500259309,Station House Opera,"British performance artists, contemporary"
http://vocab.getty.edu/ulan/500263502,"Bigert, Mats","Swedish installation, video, and performance artist, born 1965"
